id,date,source,brand,product,text,label,clean_text
307,2025-12-30,Review,Zenith,service,"Honestly, the onboarding on Zenith is smooth. The overall flow feels smooth. Not perfect, but definitely better than expected.",Positive,honestly onboarding zenith smooth overall flow feels smooth not perfect definitely better expected
853,2026-03-02,Review,Nimbus,mobile app,Nimbus's mobile app feels confusing around payment. It slowed everything down. This needs a proper fix before launch. :) #annoyed,Negative,nimbus mobile app feels confusing payment slowed needs proper fix launch annoyed
793,2026-02-25,Review,Zenith,checkout,Zenith's checkout keeps causing problems. The dashboard is frustrating. It slowed everything down. This needs a proper fix before launch.,Negative,zenith checkout keeps causing problems dashboard frustrating slowed needs proper fix launch
290,2025-12-24,Review,Atlas,support team,The latest update from Atlas feels easy. The quality part is easy. I would use it again.,Positive,latest update atlas feels easy quality easy use
707,2026-02-14,Twitter,Atlas,delivery,Atlas's delivery feels confusing around dashboard. I still had to repeat myself twice. fix this,Negative,atlas delivery feels confusing dashboard repeat twice fix
1330,2026-05-02,Comment,Orbit,checkout,The mobile app on Orbit seems average. It felt pretty average overall. (review),Neutral,mobile app orbit average felt pretty average overall review
655,2026-02-07,Twitter,Summit,app,"App from Summit was glitchy, especially the dashboard. I would not recommend it yet. 😅 #fail",Negative,app summit glitchy especially dashboard not recommend fail
523,2026-01-22,Review,Acme,website,Acme's website feels awkward around pricing. I still had to repeat myself twice. I had to refresh the page a few times.,Negative,acme website feels awkward pricing repeat twice refresh page times
462,2026-01-16,Comment,Pulse,website,"Honestly, the design on Pulse is smooth. The overall flow feels smooth. Small issues, but nothing that ruined it.",Positive,honestly design pulse smooth overall flow feels smooth small issues ruined
931,2026-03-11,Twitter,Spark,dashboard,This version of the dashboard from Spark is unhelpful; the pricing is still a problem. The whole process felt annoying. I had to refresh the page a few times.,Negative,version dashboard spark unhelpful pricing problem process felt annoying refresh page times
1035,2026-03-28,Comment,Nova,dashboard,I reviewed Nova's dashboard today; the order flow looks middle of the road. That is about it. It looks fine for everyday use. honestly,Neutral,reviewed nova dashboard today order flow looks middle road looks fine everyday use honestly
30,2025-11-26,Review,Orbit,delivery,"I am impressed by Orbit's delivery; the delivery feels helpful. It saved me a lot of time. A couple of rough edges, still positive overall.",Positive,impressed orbit delivery delivery feels helpful saved lot time couple rough edges positive overall
241,2025-12-19,Twitter,Nova,checkout,The latest update from Nova feels helpful. The dashboard part is helpful. It saved me a lot of time.,Positive,latest update nova feels helpful dashboard helpful saved lot time
799,2026-02-23,Review,Atlas,support team,"Support team from Atlas was messy, especially the delivery. The whole process felt annoying. honestly",Negative,support team atlas messy especially delivery process felt annoying honestly
818,2026-02-26,Review,Nova,product quality,I had a bad experience with Nova's product quality; the payment feels frustrating. It honestly felt like a waste of time. :),Negative,bad experience nova product quality payment feels frustrating honestly felt like waste time
66,2025-11-30,Review,Pulse,website,"Pulse's website is smooth when it comes to dashboard. The overall flow feels smooth. Not perfect, but definitely better than expected.",Positive,pulse website smooth comes dashboard overall flow feels smooth not perfect definitely better expected
602,2026-02-01,Review,Nova,order flow,Nova's order flow feels clunky around refunds. The whole process felt annoying. #fail,Negative,nova order flow feels clunky refunds process felt annoying fail
925,2026-03-12,Review,Nova,delivery,I really disappointed with Nova's delivery; the pricing feels slow. It slowed everything down. Support kept sending the same reply. :),Negative,really disappointed nova delivery pricing feels slow slowed support kept sending reply
755,2026-02-19,Comment,Acme,customer care,Acme's customer care keeps causing problems! The pricing is broken! It honestly felt like a waste of time! 🙃 (comment),Negative,acme customer care keeps causing problems pricing broken honestly felt like waste time comment
927,2026-03-11,Review,Spark,mobile app,Spark's mobile app keeps causing problems. The refunds is buggy. I would not recommend it yet.,Negative,spark mobile app keeps causing problems refunds buggy not recommend
1102,2026-04-05,Twitter,Zenith,delivery,Delivery from Zenith is okay overall. I did not notice anything major. There are a few positives and a few limits.,Neutral,delivery zenith okay overall did not notice major positives limits
248,2025-12-20,Comment,Spark,website,"Honestly, the delivery on Spark is fast! The experience felt worth it!!!",Positive,honestly delivery spark fast experience felt worth
278,2025-12-27,Review,Pulse,app,The latest update from Pulse feels helpful. The app part is helpful. I had no real complaints. ngl,Positive,latest update pulse feels helpful app helpful no real complaints ngl
1403,2026-05-09,Review,Zenith,checkout,I used the checkout from Zenith for a bit and it felt basic. That is about it. There are a few positives and a few limits.,Neutral,used checkout zenith bit felt basic positives limits
1067,2026-04-01,Comment,Summit,order flow,Order flow from Summit is middle of the road overall. It seems acceptable for now.,Neutral,order flow summit middle road overall acceptable
480,2026-01-18,Comment,Orbit,order flow,Orbit's order flow is reliable when it comes to response time. I would use it again.,Negative,orbit order flow reliable comes response time use
427,2026-01-10,Comment,Pulse,order flow,Pulse's order flow is helpful when it comes to app. The overall flow feels smooth. pls respond (tweet),Positive,pulse order flow helpful comes app overall flow feels smooth pls respond tweet
124,2025-12-08,Review,Atlas,customer care,Atlas's customer care is helpful when it comes to pricing. I had no real complaints.,Positive,atlas customer care helpful comes pricing no real complaints
1170,2026-04-13,Twitter,Atlas,customer care,The site layout on Atlas seems okay. I did not notice anything major. 😅 honestly,Neutral,site layout atlas okay did not notice major honestly
395,2026-01-09,Comment,Pulse,website,I am impressed by Pulse's website; the quality feels smooth. The overall flow feels smooth.! thanks team,Positive,impressed pulse website quality feels smooth overall flow feels smooth thanks team
986,2026-03-21,Twitter,Zenith,app,Zenith's app keeps causing problems. The login is buggy. It slowed everything down. The whole thing felt more stressful than it should have been.!! #buggy,Negative,zenith app keeps causing problems login buggy slowed thing felt stressful buggy
716,2026-02-17,Comment,Vertex,dashboard,The notifications on Vertex is slow. The whole process felt annoying. I had to refresh the page a few times. for real,Negative,notifications vertex slow process felt annoying refresh page times real
1135,2026-04-08,Comment,Atlas,order flow,Atlas's order flow is acceptable for the order flow. That is about it. Nothing major to flag. #review,Neutral,atlas order flow acceptable order flow major flag review
1085,2026-04-02,Comment,Orbit,product quality,Product quality from Orbit is decent overall. It seems acceptable for now.,Neutral,product quality orbit decent overall acceptable
498,2026-01-18,Comment,Vertex,website,"The latest update from Vertex feels solid. The quality part is solid. I would use it again. A couple of rough edges, still positive overall. ngl",Positive,latest update vertex feels solid quality solid use couple rough edges positive overall ngl
45,2025-11-27,Twitter,Atlas,order flow,"Honestly, the delivery on Atlas is simple. I would use it again. #goodvibes",Positive,honestly delivery atlas simple use goodvibes
60,2025-11-29,Twitter,Nimbus,pricing,"Honestly, the dashboard on Nimbus is nice. I would use it again.",Positive,honestly dashboard nimbus nice use
1162,2026-04-08,Review,Nova,app,I used the app from Nova for a bit and it felt okay. It seems acceptable for now.... (tweet),Neutral,used app nova bit felt okay acceptable tweet
24,2025-11-23,Twitter,Vertex,mobile app,"Vertex's mobile app keeps getting better. The delivery is easy. The overall flow feels smooth. Small issues, but nothing that ruined it.",Positive,vertex mobile app keeps getting better delivery easy overall flow feels smooth small issues ruined
875,2026-03-07,Review,Vertex,pricing,Vertex's pricing feels awkward around checkout. The whole process felt annoying. I had to refresh the page a few times.,Negative,vertex pricing feels awkward checkout process felt annoying refresh page times
482,2026-01-18,Review,Zenith,delivery,"Honestly, the pricing on Zenith is fast. The experience felt worth it. 😅 honestly #goodvibes",Positive,honestly pricing zenith fast experience felt worth honestly goodvibes
1325,2026-04-30,Review,Orbit,delivery,Delivery from Orbit is okay overall. It felt pretty average overall. any update?,Positive,delivery orbit okay overall felt pretty average overall update
746,2026-02-19,Comment,Summit,checkout,"Checkout from Summit was confusing, especially the checkout. It slowed everything down. asap",Negative,checkout summit confusing especially checkout slowed asap
232,2025-12-20,Review,Spark,checkout,I feel good about Spark's checkout; the checkout feels reliable. It saved me a lot of time. #loveit,Positive,feel good spark checkout checkout feels reliable saved lot time loveit
125,2025-12-07,Review,Orbit,customer care,"Customer care from Orbit was simple, especially the delivery. The experience felt worth it.",Positive,customer care orbit simple especially delivery experience felt worth
428,2026-01-10,Twitter,Atlas,customer care,"I absolutely love Atlas's customer care; the response time feels clean. The experience felt worth it. Not perfect, but definitely better than expected.! #goodvibes",Positive,absolutely love atlas customer care response time feels clean experience felt worth not perfect definitely better expected goodvibes
819,2026-02-27,Twitter,Orbit,delivery,I was honestly a mess Orbit's delivery; the support feels unhelpful. I would not recommend it yet. #frustrated (comment),Negative,honestly mess orbit delivery support feels unhelpful not recommend frustrated comment
169,2025-12-12,Review,Nova,product quality,"The latest update from Nova feels reliable. The dashboard part is reliable. The overall flow feels smooth. Not perfect, but definitely better than expected.",Positive,latest update nova feels reliable dashboard reliable overall flow feels smooth not perfect definitely better expected
116,2025-12-04,Review,Vertex,product quality,"The latest update from Vertex feels reliable. The support part is reliable. The overall flow feels smooth. A couple of rough edges, still positive overall. tbh",Positive,latest update vertex feels reliable support reliable overall flow feels smooth couple rough edges positive overall tbh
1089,2026-04-02,Review,Spark,dashboard,The product page on Spark seems ordinary. That is about it.,Neutral,product page spark ordinary
987,2026-03-20,Twitter,Pulse,checkout,Pulse's checkout keeps causing problems! The app is frustrating! It honestly felt like a waste of time!!! #frustrated right now,Negative,pulse checkout keeps causing problems app frustrating honestly felt like waste time frustrated right
1396,2026-05-09,Review,Zenith,mobile app,Zenith's mobile app is acceptable for the dashboard. It felt pretty average overall. It looks fine for everyday use. 🙃 pls respond,Positive,zenith mobile app acceptable dashboard felt pretty average overall looks fine everyday use pls respond
1425,2026-05-12,Twitter,Spark,service,I used the service from Spark for a bit and it felt decent. Nothing really stood out.,Positive,used service spark bit felt decent really stood
416,2026-01-11,Twitter,Acme,customer care,Acme's customer care is solid when it comes to delivery. I had no real complaints. fix this,Positive,acme customer care solid comes delivery no real complaints fix
142,2025-12-07,Review,Orbit,app,"App from Orbit was helpful, especially the quality. I would use it again.",Positive,app orbit helpful especially quality use
1234,2026-04-20,Twitter,Acme,pricing,I used the pricing from Acme for a bit and it felt decent. It felt pretty average overall.,Neutral,used pricing acme bit felt decent felt pretty average overall
1294,2026-04-28,Comment,Acme,mobile app,I looked at Acme's mobile app today; the product page looks middle of the road! That is about it! It looks fine for everyday use! #review,Neutral,looked acme mobile app today product page looks middle road looks fine everyday use review
763,2026-02-21,Twitter,Orbit,app,Orbit's app feels confusing around refunds. I would not recommend it yet.,Negative,orbit app feels confusing refunds not recommend
1207,2026-04-16,Review,Nimbus,mobile app,Nimbus's mobile app is simple for the dashboard. Nothing really stood out. honestly,Neutral,nimbus mobile app simple dashboard really stood honestly
463,2026-01-14,Twitter,Orbit,product quality,Orbit's product quality keeps getting better. The onboarding is helpful. The experience felt worth it. (tweet),Positive,orbit product quality keeps getting better onboarding helpful experience felt worth tweet
1244,2026-04-18,Comment,Nimbus,support team,I used the support team from Nimbus for a bit and it felt simple. It felt pretty average overall. 🙃,Neutral,used support team nimbus bit felt simple felt pretty average overall
79,2025-12-01,Review,Orbit,customer care,"Customer care from Orbit was nice, especially the onboarding! I had no real complaints!",Positive,customer care orbit nice especially onboarding no real complaints
1005,2026-03-22,Comment,Pulse,dashboard,Pulse's dashboard is fine for the site layout. Nothing really stood out. honestly,Neutral,pulse dashboard fine site layout really stood honestly
1491,2026-05-19,Comment,Vertex,mobile app,Mobile app from Vertex is middle of the road overall. It seems acceptable for now. It looks fine for everyday use.... fr (review),Neutral,mobile app vertex middle road overall acceptable looks fine everyday use fr review
572,2026-01-30,Review,Summit,delivery,Summit's delivery feels clunky around support. It slowed everything down. pls respond,Negative,summit delivery feels clunky support slowed pls respond
16,2025-11-25,Comment,Orbit,dashboard,"Orbit's dashboard is nice when it comes to onboarding! I would use it again! Small issues, but nothing that ruined it!",Positive,orbit dashboard nice comes onboarding use small issues ruined
495,2026-01-20,Review,Zenith,dashboard,"Honestly, the pricing on Zenith is helpful! I had no real complaints! :) tbh #goodvibes",Negative,honestly pricing zenith helpful no real complaints tbh goodvibes
351,2026-01-05,Comment,Zenith,customer care,I absolutely love Zenith's customer care; the support feels solid. I had no real complaints.,Positive,absolutely love zenith customer care support feels solid no real complaints
1000,2026-03-20,Comment,Acme,website,Acme's website keeps causing problems. The notifications is messy. It slowed everything down. I had to refresh the page a few times.,Negative,acme website keeps causing problems notifications messy slowed refresh page times
275,2025-12-24,Review,Atlas,customer care,"Customer care from Atlas was smooth, especially the onboarding. The experience felt worth it.",Positive,customer care atlas smooth especially onboarding experience felt worth
1192,2026-04-16,Comment,Vertex,app,The site layout on Vertex seems standard. It seems acceptable for now. great job,Neutral,site layout vertex standard acceptable great job
272,2025-12-23,Comment,Nimbus,delivery,The latest update from Nimbus feels easy. The quality part is easy. The overall flow feels smooth....,Positive,latest update nimbus feels easy quality easy overall flow feels smooth
1474,2026-05-19,Review,Orbit,checkout,I used Orbit's checkout today; the support looks middle of the road. I did not notice anything major. #update (tweet),Neutral,used orbit checkout today support looks middle road did not notice major update tweet
238,2025-12-18,Comment,Summit,delivery,"Honestly, the app on Summit is nice. The overall flow feels smooth. just saying",Positive,honestly app summit nice overall flow feels smooth just saying
586,2026-02-02,Comment,Pulse,mobile app,Pulse's mobile app keeps causing problems. The support is frustrating. I would not recommend it yet. I had to refresh the page a few times. 🙃??,Negative,pulse mobile app keeps causing problems support frustrating not recommend refresh page times
1313,2026-04-30,Comment,Nova,product quality,The order flow on Nova seems middle of the road. I did not notice anything major. I might need more time before judging it properly.,Neutral,order flow nova middle road did not notice major need time judging properly
695,2026-02-11,Comment,Pulse,pricing,The refunds on Pulse is messy. The whole process felt annoying.,Negative,refunds pulse messy process felt annoying
1002,2026-03-21,Comment,Pulse,service,I used the service from Pulse for a bit and it felt ordinary. I did not notice anything major.,Neutral,used service pulse bit felt ordinary did not notice major
323,2025-12-30,Comment,Spark,dashboard,"Dashboard from Spark was fast, especially the pricing. The experience felt worth it. Small issues, but nothing that ruined it. (comment)",Positive,dashboard spark fast especially pricing experience felt worth small issues ruined comment
783,2026-02-24,Comment,Spark,delivery,"Delivery from Spark was confusing, especially the refunds. I would not recommend it yet. :)",Negative,delivery spark confusing especially refunds not recommend
1359,2026-05-05,Twitter,Orbit,service,I tried Orbit's service today; the mobile app looks acceptable! Nothing really stood out!! #feedback,Positive,tried orbit service today mobile app looks acceptable really stood feedback
1204,2026-04-14,Review,Nova,delivery,Delivery from Nova is okay overall. It felt pretty average overall. I might need more time before judging it properly. #update,Neutral,delivery nova okay overall felt pretty average overall need time judging properly update
971,2026-03-19,Comment,Nimbus,mobile app,This version of the mobile app from Nimbus is confusing; the login is still a problem. I would not recommend it yet.,Negative,version mobile app nimbus confusing login problem not recommend
1467,2026-05-15,Twitter,Orbit,delivery,I went through Orbit's delivery today; the product page looks acceptable. I did not notice anything major.,Neutral,went orbit delivery today product page looks acceptable did not notice major
527,2026-01-26,Comment,Nova,dashboard,"Dashboard from Nova was buggy, especially the notifications. The whole process felt annoying.",Negative,dashboard nova buggy especially notifications process felt annoying
1426,2026-05-10,Comment,Acme,pricing,I went through Acme's pricing today; the help center looks basic. I did not notice anything major.,Neutral,went acme pricing today help center looks basic did not notice major
1171,2026-04-09,Review,Acme,customer care,I tried Acme's customer care today; the dashboard looks ordinary. It seems acceptable for now. 🙃 ngl,Neutral,tried acme customer care today dashboard looks ordinary acceptable ngl
176,2025-12-12,Comment,Summit,support team,The latest update from Summit feels clean. The design part is clean. The overall flow feels smooth.,Positive,latest update summit feels clean design clean overall flow feels smooth
359,2026-01-03,Twitter,Acme,dashboard,"Honestly, the design on Acme is clean! It saved me a lot of time! fix this",Positive,honestly design acme clean saved lot time fix
44,2025-11-27,Twitter,Summit,checkout,The latest update from Summit feels nice. The design part is nice. The experience felt worth it.,Positive,latest update summit feels nice design nice experience felt worth
417,2026-01-12,Twitter,Spark,checkout,Spark's checkout keeps getting better. The quality is nice. It saved me a lot of time. :),Positive,spark checkout keeps getting better quality nice saved lot time
345,2026-01-03,Comment,Pulse,order flow,Pulse's order flow keeps getting better. The support is clean. It saved me a lot of time.,Positive,pulse order flow keeps getting better support clean saved lot time
1027,2026-03-24,Comment,Orbit,pricing,Orbit's pricing is acceptable for the feature list. It seems acceptable for now. #feedback,Neutral,orbit pricing acceptable feature list acceptable feedback
